CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/18/2016,2:23,MANHATTAN,10030,,,,EDGECOMBE AVENUE                ,WEST 145 STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,Passing or Lane Usage Improper,,,,3410226,4 dr sedan,4 dr sedan,,,
03/18/2016,14:30,QUEENS,11354,,,,PRINCE STREET                   ,39 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Backing Unsafely,,,,3426103,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,5:50,,,,,,,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3410317,4 dr sedan,4 dr sedan,,,
03/18/2016,9:30,STATEN ISLAND,10314,,,,SLOSSON AVENUE                  ,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Glare,Unspecified,,,3429629,Sedan,4 dr sedan,Sedan,,
03/18/2016,0:40,BRONX,10458,,,,CYRUS PLACE                     ,PARK AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3413611,Motorscooter,4 dr sedan,,,
03/18/2016,20:20,MANHATTAN,10019,,,,WEST 49 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408184,4 dr sedan,Taxi,,,
03/18/2016,12:00,,,,,,SEDGWICK AVENUE                 ,CEDAR AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3412817,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,15:32,MANHATTAN,10036,,,,7TH AVE                         ,WEST 45TH STREET,,0,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,3408032,Tractor Truck Diesel,Bus,,,
03/18/2016,19:00,BROOKLYN,11220,,,,,,155       55 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3417931,Pick-up Truck,,,,
03/18/2016,19:20,QUEENS,11361,,,,NORTHERN BOULEVARD              ,213 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3427296,4 dr sedan,4 dr sedan,,,
03/18/2016,17:30,MANHATTAN,10002,40.717484,-73.9755,"(40.717484, -73.9755)",,,577       FDR DRIVE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3406110,,,,,
03/18/2016,17:00,,,40.7244,-73.9818,"(40.7244, -73.9818)",sb wse south ave                ,,,0,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3429943,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,21:00,BROOKLYN,11213,40.672157,-73.92717,"(40.672157, -73.92717)",,,1508      PARK PLACE                    ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3419468,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,10:10,,,40.84103,-73.94463,"(40.84103, -73.94463)",,,RIVERSIDE DRIVE                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3410512,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,23:35,BRONX,10451,40.7769,-73.9413,"(40.7769, -73.9413)",EAST 151 STREET                 ,MORRIS AVENUE,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3410930,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,21:05,BRONX,10469,,,,BOSTON ROAD                     ,PEARSALL AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3413140,4 dr sedan,2 dr sedan,,,
03/18/2016,7:40,QUEENS,11420,,,,NORTH CONDUIT AVENUE            ,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3428199,Sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,8:45,,,40.70313,-73.987595,"(40.70313, -73.987595)",,,WATER STREET                            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3420684,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,12:15,,,40.83406,-73.944885,"(40.83406, -73.944885)",,,BROADWAY                                ,0,0,0,0,0,0,0,0,Passing Too Closely,Other Vehicular,,,,3410513,Box Truck,4 dr sedan,,,
03/18/2016,17:55,,,40.722816,-73.993095,"(40.722816, -73.993095)",,,STANTON STREET                          ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3405638,4 dr sedan,,,,
03/18/2016,7:00,,,40.580975,-74.16536,"(40.580975, -74.16536)",Street                          ,TRAVIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3429934,Pick-up Truck,Dump,,,
03/18/2016,15:21,BROOKLYN,11217,,,,ATLANTIC AVENUE                 ,FORT GREENE PLACE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3419723,4 dr sedan,Chassis Cab,,,
03/18/2016,9:00,MANHATTAN,10013,,,,HUBERT STREET                   ,HUDSON STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3405241,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,8:30,BROOKLYN,11214,,,,SHORE PARKWAY                   ,24 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3415128,2 dr sedan,,,,
03/18/2016,8:00,QUEENS,11368,40.736317,-73.857605,"(40.736317, -73.857605)",,,99-49     HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3426866,4 dr sedan,Tractor Truck Diesel,,,
03/18/2016,17:00,QUEENS,11420,,,,SUTTER AVENUE                   ,133 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3424398,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,11:00,,,40.724274,-73.99082,"(40.724274, -73.99082)",,,2 AVENUE                                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3406337,4 dr sedan,,,,
03/18/2016,16:04,MANHATTAN,10036,,,,11 AVENUE                       ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3406478,,,,,
03/18/2016,14:49,,,,,,,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3425481,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,18:50,BROOKLYN,11225,,,,BEDFORD AVENUE                  ,SULLIVAN PLACE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3417650,4 dr sedan,4 dr sedan,,,
03/18/2016,15:45,QUEENS,11372,40.750732,-73.87666,"(40.750732, -73.87666)",37 AVENUE                       ,91 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3429242,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,11:40,QUEENS,11692,40.589638,-73.79902,"(40.589638, -73.79902)",,,70-20     ROCKAWAY BEACH BOULEVARD      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3421943,4 dr sedan,4 dr sedan,,,
03/18/2016,17:10,QUEENS,11434,40.664635,-73.781944,"(40.664635, -73.781944)",,,145-30    156 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3423665,Tow Truck / Wrecker,4 dr sedan,,,
03/18/2016,12:13,QUEENS,11385,,,,DECATUR STREET                  ,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3423251,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,23:08,,,,,,Franklin D Roosevelt Dr         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3434316,PK,4 dr sedan,,,
03/18/2016,5:20,BROOKLYN,11232,40.66462,-73.99875,"(40.66462, -73.99875)",,,80        21 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3417928,4 dr sedan,4 dr sedan,,,
03/18/2016,4:15,,,,,,JAMAICA AVENUE                  ,172 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3422646,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,14:00,QUEENS,11372,40.75267,-73.89684,"(40.75267, -73.89684)",34 AVENUE                       ,70 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3429239,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,16:30,,,40.604282,-73.97305,"(40.604282, -73.97305)",,,KINGS HIGHWAY                           ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3415127,4 dr sedan,Refrigerated Van,,,
03/18/2016,6:15,,,40.76649,-73.95696,"(40.76649, -73.95696)",,,1 AVENUE                                ,1,0,1,0,0,0,0,0,Unspecified,,,,,3408495,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,10:30,,,40.685436,-73.79326,"(40.685436, -73.79326)",,,SUTPHIN BOULEVARD                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3428209,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,9:00,,,40.55464,-74.14608,"(40.55464, -74.14608)",,,GREAVES AVENUE                          ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3430406,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,19:15,QUEENS,11432,40.70601,-73.79977,"(40.70601, -73.79977)",,,89-30     161 STREET                    ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3422658,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,17:00,,,40.85894,-73.922935,"(40.85894, -73.922935)",,,DYCKMAN STREET                          ,0,0,0,0,0,0,0,0,Unspecified,,,,,3410711,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,22:30,BROOKLYN,11239,,,,GATEWAY DRIVE                   ,ERSKINE STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,,,,3418571,4 dr sedan,,,,
03/18/2016,18:04,BROOKLYN,11215,40.67482,-73.976364,"(40.67482, -73.976364)",,,837       UNION STREET                  ,0,0,0,0,0,0,0,0,Passing Too Closely,Driver Inattention/Distraction,,,,3419702,Bus,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,12:30,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,3416308,,,,,
03/18/2016,23:20,QUEENS,11419,40.689438,-73.819824,"(40.689438, -73.819824)",,,125-03    103 AVENUE                    ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3422200,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,15:03,,,,,,BATHGATE AVENUE                 ,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3413579,4 dr sedan,4 dr sedan,,,
03/18/2016,17:50,QUEENS,11416,40.685753,-73.840775,"(40.685753, -73.840775)",101 AVENUE                      ,102 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3422203,Box Truck,Sedan,,,
03/18/2016,9:20,,,40.737682,-73.862305,"(40.737682, -73.862305)",,,57 AVENUE                               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3426874,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,16:24,BROOKLYN,11201,40.7136,-74.0091,"(40.7136, -74.0091)",WILLOUGHBY STREET               ,SAINT EDWARDS STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3421049,Taxi,,,,
03/18/2016,8:49,BRONX,10461,40.844746,-73.84586,"(40.844746, -73.84586)",,,1610      EASTCHESTER ROAD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3412486,2 dr sedan,Bus,,,
03/18/2016,11:58,STATEN ISLAND,10304,40.623253,-74.0789,"(40.623253, -74.0789)",,,49        TOMPKINS AVENUE               ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3429622,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,12:30,STATEN ISLAND,10309,,,,PAGE AVENUE                     ,AMBOY ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3430841,4 dr sedan,4 dr sedan,,,
03/18/2016,19:45,MANHATTAN,10035,,,,LEXINGTON AVENUE                ,EAST 125 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3409707,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,16:05,BRONX,10454,40.7769,-73.9413,"(40.7769, -73.9413)",EAST 140 STREET                 ,3 AVENUE,,7,0,0,0,0,0,7,0,Following Too Closely,Unspecified,,,,3410929,Bus,4 dr sedan,,,
03/18/2016,18:30,BRONX,10461,40.8398,-73.84425,"(40.8398, -73.84425)",,,1419      OVERING STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3412508,Motorcycle,,,,
03/18/2016,8:30,,,40.780857,-73.958824,"(40.780857, -73.958824)",,,MADISON AVENUE                          ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408514,,,,,
03/18/2016,16:45,BRONX,10460,40.845142,-73.88232,"(40.845142, -73.88232)",,,2103      HONEYWELL AVENUE              ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3413577,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,11:30,QUEENS,11372,40.749683,-73.885,"(40.749683, -73.885)",,,81-13     37 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3429237,4 dr sedan,4 dr sedan,,,
03/18/2016,17:45,BROOKLYN,11217,40.7769,-73.9413,"(40.7769, -73.9413)",BOND STREET                     ,PACIFIC STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3420682,Taxi,4 dr sedan,,,
03/18/2016,14:45,,,40.7438,-73.83621,"(40.7438, -73.83621)",Horace Harding Expy N           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3426090,Station Wagon/Sport Utility Vehicle,4 dr sedan,Station Wagon/Sport Utility Vehicle,,
03/18/2016,17:34,BROOKLYN,11221,40.692524,-73.919106,"(40.692524, -73.919106)",,,1201      GATES AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3420431,Station Wagon/Sport Utility Vehicle,Bus,,,
03/18/2016,19:00,BROOKLYN,11238,40.7339,-73.9542,"(40.7339, -73.9542)",,,GRAND ARMY PLAZA                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3419738,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,8:30,BROOKLYN,11212,40.663895,-73.91068,"(40.663895, -73.91068)",,,239       DUMONT AVENUE                 ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3418531,4 dr sedan,Bike,,,
03/18/2016,8:05,QUEENS,11421,40.694782,-73.85258,"(40.694782, -73.85258)",86 ROAD                         ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3422189,Sedan,Sedan,,,
03/18/2016,20:45,,,40.823914,-73.87644,"(40.823914, -73.87644)",Bruckner Expy                   ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3411734,4 dr sedan,,,,
03/18/2016,9:30,BROOKLYN,11206,,,,BUSHWICK AVENUE                 ,STANWIX STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,,,,3420427,Garbage or Refuse,4 dr sedan,,,
03/18/2016,15:55,BROOKLYN,11233,,,,ROCKAWAY AVENUE                 ,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3418273,Bus,4 dr sedan,,,
03/18/2016,16:40,QUEENS,11375,,,,68 ROAD                         ,110 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3427832,Sedan,Sedan,,,
03/18/2016,12:00,QUEENS,11419,,,,103 AVENUE                      ,132 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3424390,,,,,
03/18/2016,10:25,BROOKLYN,11214,40.607414,-73.99675,"(40.607414, -73.99675)",,,1965      82 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3415129,4 dr sedan,,,,
03/18/2016,17:35,,,40.8758,-73.828896,"(40.8758, -73.828896)",,,DEKRUIF PLACE                           ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3412491,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,9:00,BROOKLYN,11206,40.707153,-73.94148,"(40.707153, -73.94148)",,,165       HUMBOLDT STREET               ,0,0,0,0,0,0,0,0,Failure to Keep Right,Passing Too Closely,,,,3421270,Box Truck,,,,
03/18/2016,17:34,MANHATTAN,10028,,,,1 AVENUE                        ,EAST 84 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3408523,Station Wagon/Sport Utility Vehicle,Taxi,,,
03/18/2016,7:00,QUEENS,11385,,,,UNION TURNPIKE                  ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3423228,Station Wagon/Sport Utility Vehicle,2 dr sedan,,,
03/18/2016,21:30,MANHATTAN,10029,40.796074,-73.94349,"(40.796074, -73.94349)",LEXINGTON AVENUE                ,EAST 112 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3409378,Garbage or Refuse,4 dr sedan,,,
03/18/2016,9:40,BROOKLYN,11222,40.728634,-73.9431,"(40.728634, -73.9431)",,,262       MONITOR STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3421654,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,17:45,,,40.763374,-73.99647,"(40.763374, -73.99647)",,,11 AVENUE                               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408051,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,12:15,BROOKLYN,11214,,,,86 STREET                       ,25 AVENUE,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,3415134,4 dr sedan,,,,
03/18/2016,3:00,BROOKLYN,11215,40.659874,-73.989494,"(40.659874, -73.989494)",,,338       20 STREET                     ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3417926,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4 dr sedan,,
03/18/2016,16:30,,,40.762127,-73.99739,"(40.762127, -73.99739)",,,11 AVENUE                               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408050,Bus,4 dr sedan,,,
03/18/2016,17:18,,,,,,,,LONG ISLAND EXPRESSWAY                  ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3424927,4 dr sedan,4 dr sedan,,,
03/18/2016,14:00,MANHATTAN,10013,,,,VARICK STREET                   ,GRAND STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3405222,4 dr sedan,4 dr sedan,4 dr sedan,,
03/18/2016,13:10,QUEENS,11435,40.7339,-73.9542,"(40.7339, -73.9542)",107 AVENUE                      ,WALTHAM STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3422660,4 dr sedan,,,,
03/18/2016,18:30,STATEN ISLAND,10301,,,,VICTORY BOULEVARD               ,MARX STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3429624,Sedan,4 dr sedan,,,
03/18/2016,20:00,QUEENS,11372,40.74884,-73.87258,"(40.74884, -73.87258)",,,94-03     ROOSEVELT AVENUE              ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3429246,Station Wagon/Sport Utility Vehicle,Bike,,,
03/18/2016,17:00,BROOKLYN,11235,,,,NEPTUNE AVE                     ,E 12TH STREET,,0,0,0,0,0,0,3,0,Passing or Lane Usage Improper,Unspecified,,,,3414499,4 dr sedan,4 dr sedan,,,
03/18/2016,14:18,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3419216,Bike,4 dr sedan,,,
03/18/2016,9:30,QUEENS,11378,40.72596,-73.897484,"(40.72596, -73.897484)",,,66-37     BORDEN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3423140,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,10:50,STATEN ISLAND,10301,,,,BAY STREET                      ,CLINTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3429621,4 dr sedan,4 dr sedan,,,
03/18/2016,21:25,QUEENS,11354,40.773674,-73.80647,"(40.773674, -73.80647)",,,157-03    26 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Traffic Control Disregarded,,,,3426105,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,18:15,MANHATTAN,10024,40.7244,-73.9818,"(40.7244, -73.9818)",HENRY HUDSON PARKWAY            ,WEST 79 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3409127,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,7:30,MANHATTAN,10036,,,,WEST 44 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3407222,Sedan,Bike,,,
03/18/2016,16:20,,,,,,OVINGTON AVENUE                 ,7 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3416651,4 dr sedan,4 dr sedan,,,
03/18/2016,19:40,,,,,,,,37 STREEET                              ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3428713,Taxi,4 dr sedan,,,
03/18/2016,10:00,STATEN ISLAND,10306,40.56636,-74.11389,"(40.56636, -74.11389)",,,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3430405,4 dr sedan,4 dr sedan,,,
03/18/2016,18:30,QUEENS,11418,,,,PARK LANE SOUTH                 ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3422198,4 dr sedan,4 dr sedan,,,
03/18/2016,12:30,BROOKLYN,11201,,,,ADAMS STREET                    ,TILLARY STREET,,0,0,0,0,0,0,0,0,Animals Action,Unspecified,,,,3420679,4 dr sedan,4 dr sedan,,,
03/18/2016,23:59,QUEENS,11433,,,,157 STREET                      ,107 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3422675,4 dr sedan,4 dr sedan,,,
03/18/2016,11:19,MANHATTAN,10002,,,,RIVINGTON STREET                ,ORCHARD STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3406118,4 dr sedan,,,,
03/18/2016,18:00,BROOKLYN,11209,,,,OVINGTON AVENUE                 ,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3416649,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
03/18/2016,5:00,QUEENS,11385,,,,60 LANE                         ,68 ROAD,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,Unspecified,,,3423125,,,,,
03/18/2016,12:00,,,40.560474,-74.16689,"(40.560474, -74.16689)",,,ARTHUR KILL ROAD                        ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3429935,4 dr sedan,4 dr sedan,,,
03/18/2016,9:10,BROOKLYN,11224,,,,MERMAID AVENUE                  ,WEST 27 STREET,,1,0,1,0,0,0,0,0,Drugs (illegal),,,,,3414495,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,22:08,QUEENS,11691,,,,BEACH CHANNEL DRIVE             ,NAMEOKE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3436344,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
03/18/2016,15:00,,,40.715176,-73.951965,"(40.715176, -73.951965)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3421660,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
03/18/2016,17:45,,,40.72664,-73.83226,"(40.72664, -73.83226)",Van Wyck Expy                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3427829,Station Wagon/Sport Utility Vehicle,2 dr sedan,,,
03/18/2016,17:07,BROOKLYN,11205,40.693165,-73.9705,"(40.693165, -73.9705)",,,387       MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3421050,Station Wagon/Sport Utility Vehicle,Sedan,,,
03/18/2016,19:00,,,40.732037,-73.814926,"(40.732037, -73.814926)",,,KISSENA BOULEVARD                       ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3424919,4 dr sedan,4 dr sedan,,,
03/18/2016,8:15,BRONX,10467,,,,WARING AVENUE                   ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3459197,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,16:43,MANHATTAN,10036,,,,WEST 42 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3406475,,,,,
03/18/2016,22:00,QUEENS,11419,40.68544,-73.818016,"(40.68544, -73.818016)",,,107-15    125 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3424399,Station Wagon/Sport Utility Vehicle,,,,
03/18/2016,19:40,,,,,,,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3419228,4 dr sedan,4 dr sedan,,,
03/18/2016,22:00,QUEENS,11368,40.74408,-73.851845,"(40.74408, -73.851845)",,,52-11     111 STREET                    ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3426868,4 dr sedan,Sedan,,,
03/18/2016,21:00,BROOKLYN,11213,40.66863,-73.92785,"(40.66863, -73.92785)",,,1213      EASTERN PARKWAY               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3419466,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/18/2016,14:00,BROOKLYN,11222,40.72972,-73.95925,"(40.72972, -73.95925)",GREENPOINT AVENUE               ,WEST STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3421658,Station Wagon/Sport Utility Vehicle,Sedan,,,
03/18/2016,15:30,BROOKLYN,11235,,,,EMMONS AVENUE                   ,HARING STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3414756,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
