CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/07/2016,12:28,STATEN ISLAND,10304,40.6135884,-74.0826645,"(40.6135884, -74.0826645)",PARK HILL AVENUE                ,SOBEL COURT                     ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385976,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,2:00,QUEENS,11419,40.6935583,-73.8230267,"(40.6935583, -73.8230267)",124 STREET                      ,95 AVENUE                       ,,1,0,1,0,0,0,0,0,Prescription Medication,,,,,3385818,SPORT UTILITY / STATION WAGON,,,,
02/07/2016,5:00,BRONX,10453,40.8557873,-73.9055716,"(40.8557873, -73.9055716)",EAST 181 STREET                 ,JEROME AVENUE                   ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3385056,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,18:20,QUEENS,11109,40.7468466,-73.9564395,"(40.7468466, -73.9564395)",CENTER BOULEVARD                ,46 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3385893,PASSENGER VEHICLE,,,,
02/07/2016,22:00,MANHATTAN,10128,40.7872263,-73.9541633,"(40.7872263, -73.9541633)",EAST 96 STREET                  ,MADISON AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385531,TAXI,PASSENGER VEHICLE,,,
02/07/2016,16:20,QUEENS,11004,40.7377224,-73.7065134,"(40.7377224, -73.7065134)",HILLSIDE AVENUE                 ,262 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385257,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,11:00,BROOKLYN,11223,40.6091511,-73.9699667,"(40.6091511, -73.9699667)",AVENUE P                        ,EAST 4 STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3386769,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,9:56,MANHATTAN,10031,40.8264277,-73.9504508,"(40.8264277, -73.9504508)",WEST 145 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,,,,,3385010,PASSENGER VEHICLE,PICK-UP TRUCK,,,
02/07/2016,13:15,,,,,,EAST 134 STREET                 ,WILLIS AVENUE                   ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3385578,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,7:46,QUEENS,11423,40.7120058,-73.7581039,"(40.7120058, -73.7581039)",99 AVENUE                       ,202 STREET                      ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3385224,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,12:45,QUEENS,11691,40.5975183,-73.7596349,"(40.5975183, -73.7596349)",BEACH 25 STREET                 ,DEERFIELD ROAD                  ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3385218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,15:28,BROOKLYN,11234,40.625941,-73.9150074,"(40.625941, -73.9150074)",AVENUE L                        ,EAST 70 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3386228,UNKNOWN,OTHER,SPORT UTILITY / STATION WAGON,,
02/07/2016,10:11,BRONX,10467,40.872452,-73.8780642,"(40.872452, -73.8780642)",EAST 204 STREET                 ,HULL AVENUE                     ,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3385077,PASSENGER VEHICLE,LIVERY VEHICLE,PASSENGER VEHICLE,,
02/07/2016,13:00,QUEENS,11355,40.7564807,-73.8313492,"(40.7564807, -73.8313492)",41 ROAD                         ,FRAME PLACE                     ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3385316,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,8:50,MANHATTAN,10002,40.7181445,-73.9938277,"(40.7181445, -73.9938277)",GRAND STREET                    ,CHRYSTIE STREET                 ,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,3385462,LIVERY VEHICLE,,,,
02/07/2016,20:50,BROOKLYN,11233,40.6800548,-73.9194307,"(40.6800548, -73.9194307)",HOWARD AVENUE                   ,SUMPTER STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385200,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,16:35,MANHATTAN,10036,40.760405,-73.9874743,"(40.760405, -73.9874743)",WEST 47 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3387771,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,8:14,BRONX,10472,40.828296,-73.8617185,"(40.828296, -73.8617185)",WATSON AVENUE                   ,UNDERHILL AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3385042,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
02/07/2016,19:25,BROOKLYN,11210,40.6323545,-73.9508362,"(40.6323545, -73.9508362)",EAST 27 STREET                  ,CAMPUS ROAD                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385711,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,18:30,BROOKLYN,11220,40.6364509,-74.015738,"(40.6364509, -74.015738)",63 STREET                       ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385731,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/07/2016,19:45,,,,,,,,,2,0,0,0,0,0,2,0,Outside Car Distraction,,,,,3390893,PASSENGER VEHICLE,,,,
02/07/2016,20:07,BROOKLYN,11236,40.650449,-73.9111021,"(40.650449, -73.9111021)",DITMAS AVENUE                   ,EAST 95 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3385137,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
02/07/2016,9:30,BRONX,10452,40.8326282,-73.9253747,"(40.8326282, -73.9253747)",EAST 165 STREET                 ,JEROME AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3386139,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,14:12,BRONX,10468,40.8596442,-73.8998217,"(40.8596442, -73.8998217)",CRESTON AVENUE                  ,EAST 184 STREET                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3385055,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/07/2016,17:52,BROOKLYN,11210,40.6328856,-73.9476978,"(40.6328856, -73.9476978)",FLATBUSH AVENUE                 ,HILLEL PLACE                    ,,0,0,0,0,0,0,0,0,Lost Consciousness,Turning Improperly,,,,3385712,PICK-UP TRUCK,PASSENGER VEHICLE,,,
02/07/2016,8:40,BROOKLYN,11234,40.623681,-73.9254318,"(40.623681, -73.9254318)",EAST 52 STREET                  ,AVENUE L                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385103,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,2:42,STATEN ISLAND,10306,40.5827584,-74.1304,"(40.5827584, -74.1304)",ROCKLAND AVENUE                 ,MANOR ROAD                      ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3385432,PASSENGER VEHICLE,,,,
02/07/2016,5:30,BRONX,10462,40.854443,-73.8648127,"(40.854443, -73.8648127)",WALLACE AVENUE                  ,LYDIG AVENUE                    ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3385068,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,23:07,BROOKLYN,11213,40.6757932,-73.9443762,"(40.6757932, -73.9443762)",BROOKLYN AVENUE                 ,BERGEN STREET                   ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3385764,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,22:20,BROOKLYN,11237,40.7031151,-73.9215812,"(40.7031151, -73.9215812)",IRVING AVENUE                   ,HART STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385783,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,18:25,MANHATTAN,10027,40.810993,-73.9542878,"(40.810993, -73.9542878)",WEST 125 STREET                 ,HANCOCK PLACE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385539,UNKNOWN,PASSENGER VEHICLE,,,
02/07/2016,21:10,QUEENS,11355,40.7519423,-73.8322954,"(40.7519423, -73.8322954)",COLLEGE POINT BOULEVARD         ,FOWLER AVENUE                   ,,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,,,,3385910,UNKNOWN,PASSENGER VEHICLE,,,
02/07/2016,11:35,BROOKLYN,11205,40.6911214,-73.9535659,"(40.6911214, -73.9535659)",DEKALB AVENUE                   ,WALWORTH STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385769,PASSENGER VEHICLE,MOTORCYCLE,,,
02/07/2016,16:15,MANHATTAN,10018,40.7589782,-73.9939358,"(40.7589782, -73.9939358)",DYER AVENUE                     ,WEST 42 STREET                  ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3384966,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,12:55,BROOKLYN,11214,40.6072584,-74.0026435,"(40.6072584, -74.0026435)",86 STREET                       ,18 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3386216,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,17:00,MANHATTAN,10069,40.7778451,-73.9877418,"(40.7778451, -73.9877418)",FREEDOM PLACE                   ,WEST 68 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385000,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
02/07/2016,17:24,BRONX,10463,40.8843695,-73.901043,"(40.8843695, -73.901043)",WEST 237 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385634,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,15:18,BRONX,10460,40.8337378,-73.8888028,"(40.8337378, -73.8888028)",EAST 172 STREET                 ,HOE AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385584,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,17:00,QUEENS,11373,40.7457933,-73.8854886,"(40.7457933, -73.8854886)",41 AVENUE                       ,80 STREET                       ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3385922,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,13:27,BRONX,10462,40.8523522,-73.8585129,"(40.8523522, -73.8585129)",PAULDING AVENUE                 ,NEILL AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385070,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,14:25,,,,,,,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3385620,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,6:28,,,40.7225802,-73.9404817,"(40.7225802, -73.9404817)",,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3385808,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,10:30,BROOKLYN,11218,40.6326199,-73.9731951,"(40.6326199, -73.9731951)",EAST 5 STREET                   ,18 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385715,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,17:17,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3385701,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/07/2016,15:30,BROOKLYN,11235,40.5894516,-73.9605171,"(40.5894516, -73.9605171)",CONEY ISLAND AVENUE             ,AVENUE Y                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3385657,UNKNOWN,PASSENGER VEHICLE,,,
02/07/2016,15:05,BRONX,10451,40.8180125,-73.9251851,"(40.8180125, -73.9251851)",EAST 149 STREET                 ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Prescription Medication,Lost Consciousness,,,,3385033,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/07/2016,15:40,QUEENS,11357,40.7888417,-73.8138031,"(40.7888417, -73.8138031)",14 AVENUE                       ,150 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385909,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,19:40,,,,,,,,P/L 2791 RICHMOND AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385979,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,18:40,QUEENS,11374,40.7303349,-73.8676226,"(40.7303349, -73.8676226)",BOOTH STREET                    ,62 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385358,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,16:00,,,40.842052,-73.8379084,"(40.842052, -73.8379084)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3385610,PASSENGER VEHICLE,,,,
02/07/2016,16:30,QUEENS,11412,40.6999214,-73.7651587,"(40.6999214, -73.7651587)",KEESEVILLE AVENUE               ,HANNIBAL STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385367,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,12:08,QUEENS,11422,40.6395697,-73.7423646,"(40.6395697, -73.7423646)",,,P/L 248-56 ROCKAWAY BOULEVARD           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385254,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,23:45,MANHATTAN,10032,40.8410516,-73.944679,"(40.8410516, -73.944679)",WEST 165 STREET                 ,RIVERSIDE DRIVE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385551,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,23:00,BRONX,10456,40.8392249,-73.9150891,"(40.8392249, -73.9150891)",EAST 169 STREET                 ,SHERIDAN AVENUE                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385608,UNKNOWN,UNKNOWN,,,
02/07/2016,17:30,BRONX,10457,40.8483905,-73.8932024,"(40.8483905, -73.8932024)",EAST 179 STREET                 ,LAFONTAINE AVENUE               ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inexperience,,,,3385625,PASSENGER VEHICLE,BICYCLE,,,
02/07/2016,17:40,BRONX,10451,40.8205439,-73.9307752,"(40.8205439, -73.9307752)",EXTERIOR STREET                 ,EAST 150 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385606,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/07/2016,14:44,BRONX,10456,40.8353412,-73.9046321,"(40.8353412, -73.9046321)",EAST 170 STREET                 ,WASHINGTON AVENUE               ,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3385586,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,9:48,QUEENS,11385,40.7053752,-73.8686063,"(40.7053752, -73.8686063)",80 STREET                       ,78 AVENUE                       ,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3385839,SPORT UTILITY / STATION WAGON,,,,
02/07/2016,4:40,,,,,,14 AVENUE                       ,127 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385303,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,11:25,BROOKLYN,11208,40.6735164,-73.8758791,"(40.6735164, -73.8758791)",LOGAN STREET                    ,BELMONT AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385754,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,1:10,,,40.8050798,-73.9109118,"(40.8050798, -73.9109118)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385032,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,18:50,MANHATTAN,10029,40.7872227,-73.952058,"(40.7872227, -73.952058)",PARK AVENUE                     ,EAST 97 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3385530,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,,
02/07/2016,10:00,BROOKLYN,11237,40.7065017,-73.9169966,"(40.7065017, -73.9169966)",DE KALB AVENUE                  ,CYPRESS AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385781,UNKNOWN,PASSENGER VEHICLE,,,
02/07/2016,9:55,QUEENS,11365,40.7369935,-73.8104838,"(40.7369935, -73.8104838)",65 AVENUE                       ,PARSONS BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3385287,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/07/2016,1:24,BRONX,10456,40.8345141,-73.9177042,"(40.8345141, -73.9177042)",EAST 167 STREET                 ,GRAND CONCOURSE                 ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,3385047,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,19:40,QUEENS,11355,40.7546608,-73.8331043,"(40.7546608, -73.8331043)",SANFORD AVENUE                  ,COLLEGE POINT BOULEVARD         ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3385905,UNKNOWN,PASSENGER VEHICLE,,,
02/07/2016,15:00,MANHATTAN,10028,40.7808583,-73.9609091,"(40.7808583, -73.9609091)",EAST 85 STREET                  ,5 AVENUE                        ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3384992,SPORT UTILITY / STATION WAGON,,,,
02/07/2016,10:00,BRONX,10458,40.8540409,-73.8864517,"(40.8540409, -73.8864517)",CRESCENT AVENUE                 ,BELMONT AVENUE                  ,,2,0,2,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3385623,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
02/07/2016,13:15,MANHATTAN,10007,40.7155915,-74.0111069,"(40.7155915, -74.0111069)",WARREN STREET                   ,GREENWICH STREET                ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3384932,OTHER,OTHER,,,
02/07/2016,0:30,,,,,,118 STREET                      ,ROCKAWAY BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385274,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,15:10,QUEENS,11355,40.7533101,-73.8273761,"(40.7533101, -73.8273761)",MAIN STREET                     ,BLOSSOM AVENUE                  ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3385321,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,1:00,MANHATTAN,10075,40.7750017,-73.9630861,"(40.7750017, -73.9630861)",EAST 77 STREET                  ,MADISON AVENUE                  ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3384988,PASSENGER VEHICLE,,,,
02/07/2016,16:45,BROOKLYN,11219,40.6391553,-73.9914065,"(40.6391553, -73.9914065)",12 AVENUE                       ,44 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385685,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,19:02,,,40.8593538,-73.8723352,"(40.8593538, -73.8723352)",,,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,,,3385073,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/07/2016,9:40,BROOKLYN,11237,40.6968248,-73.9148665,"(40.6968248, -73.9148665)",KNICKERBOCKER AVENUE            ,GATES AVENUE                    ,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,3385787,OTHER,OTHER,,,
02/07/2016,15:45,BROOKLYN,11220,40.6375709,-74.0145672,"(40.6375709, -74.0145672)",61 STREET                       ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3385727,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,18:15,MANHATTAN,10031,40.8302224,-73.9476836,"(40.8302224, -73.9476836)",WEST 151 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3386086,OTHER,TAXI,,,
02/07/2016,10:45,QUEENS,11433,40.7084277,-73.7805483,"(40.7084277, -73.7805483)",JAMAICA AVENUE                  ,180 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385229,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/07/2016,8:45,QUEENS,11412,40.6944082,-73.76701,"(40.6944082, -73.76701)",DUNKIRK STREET                  ,SULLIVAN ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385363,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,14:45,,,40.5843704,-73.9270904,"(40.5843704, -73.9270904)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3385658,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
02/07/2016,18:20,BROOKLYN,11233,40.6694768,-73.9199662,"(40.6694768, -73.9199662)",EASTERN PARKWAY                 ,HOWARD AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385739,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,11:30,BROOKLYN,11209,40.6183407,-74.0301743,"(40.6183407, -74.0301743)",92 STREET                       ,4 AVENUE                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3385698,PASSENGER VEHICLE,LIVERY VEHICLE,,,
02/07/2016,22:35,BROOKLYN,11207,40.6878902,-73.9072372,"(40.6878902, -73.9072372)",COOPER STREET                   ,CENTRAL AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3385785,UNKNOWN,AMBULANCE,,,
02/07/2016,16:10,STATEN ISLAND,10306,40.5737549,-74.1010094,"(40.5737549, -74.1010094)",POULTNEY STREET                 ,GREELEY AVENUE                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385990,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,11:00,BROOKLYN,11214,40.6054825,-73.9997191,"(40.6054825, -73.9997191)",BAY 22 STREET                   ,86 STREET                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3385665,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,14:45,,,40.5850113,-73.9545646,"(40.5850113, -73.9545646)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385087,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
02/07/2016,11:10,MANHATTAN,10013,40.7247015,-74.0093189,"(40.7247015, -74.0093189)",CANAL STREET                    ,GREENWICH STREET                ,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3384934,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/07/2016,14:30,BROOKLYN,11225,40.6613872,-73.9536154,"(40.6613872, -73.9536154)",ROGERS AVENUE                   ,LINCOLN ROAD                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385723,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,16:00,QUEENS,11374,40.7296315,-73.8555731,"(40.7296315, -73.8555731)",65 AVENUE                       ,99 STREET                       ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3385359,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,6:44,BRONX,10468,40.862735,-73.9033202,"(40.862735, -73.9033202)",WEST FORDHAM ROAD               ,GRAND AVENUE                    ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3385079,OTHER,PASSENGER VEHICLE,,,
02/07/2016,17:20,BROOKLYN,11216,40.6784553,-73.9496774,"(40.6784553, -73.9496774)",ATLANTIC AVENUE                 ,NOSTRAND AVENUE                 ,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3387427,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,17:40,BROOKLYN,11223,40.6041946,-73.9721765,"(40.6041946, -73.9721765)",MC DONALD AVENUE                ,KINGS HIGHWAY                   ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3385659,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,14:35,MANHATTAN,10038,40.7072699,-74.0043138,"(40.7072699, -74.0043138)",WATER STREET                    ,BEEKMAN STREET                  ,,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,,,,3384935,TAXI,TAXI,,,
02/07/2016,12:45,BROOKLYN,11218,40.6379102,-73.9786336,"(40.6379102, -73.9786336)",MC DONALD AVENUE                ,CORTELYOU ROAD                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385678,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,1:35,BROOKLYN,11249,40.7222869,-73.9574621,"(40.7222869, -73.9574621)",WYTHE AVENUE                    ,NORTH 12 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385809,SPORT UTILITY / STATION WAGON,TAXI,,,
02/07/2016,15:20,BRONX,10456,40.8294526,-73.9065701,"(40.8294526, -73.9065701)",EAST 167 STREET                 ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385037,VAN,SPORT UTILITY / STATION WAGON,,,
02/07/2016,15:47,BROOKLYN,11236,40.635508,-73.9132766,"(40.635508, -73.9132766)",FLATLANDS AVENUE                ,EAST 80 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385145,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,18:10,,,40.7233371,-73.9388732,"(40.7233371, -73.9388732)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3385810,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
